individualID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
NEON.PLA.D01.HARV.05643,-0.3186865588957539,-0.31235508781116855,-0.26440995186790534,-0.6157008202181532,-0.03714749055162828,-0.09608151946180936,1.1525888555459802,0.20067306095403437,-1.0522987589388335,-0.0757464156769554,-0.9349771382506259,-0.7109141044528651,-0.7591866202010081,0.2374589713304106,0.2776078172311766,0.1736362698207663,1.7028412946942912,-3.078008912894631,-2.6613802744851025,1.1270321961508796
NEON.PLA.D01.HARV.05643,-0.3304994566616508,-0.45132180214910905,-0.42357229547900643,-0.7856396058667182,0.9220975677472888,0.1327553238423988,0.4248230963004079,0.2857186519919057,-1.2182748990153416,-1.0269125365794158,-1.2001469340883948,-1.0846246393468335,-1.1590477130205508,0.7421366921786828,0.9530650275232678,0.4208805819547553,1.7544145306014671,-3.3206996593643154,-3.331117173557564,1.1204748046215582
NEON.PLA.D01.HARV.05643,-0.10438397615834412,0.13757741018178204,0.2136179313010351,-0.10057846009676849,0.28649273158585,0.444505333750371,0.8530574983328626,0.5874427376194469,-0.5146051939160675,0.4552480303596722,-0.14936452777274956,0.139176033566623,0.07126190002465954,-0.09632922830798749,0.11622608727611368,-0.21652027156703962,0.9605232471523893,-2.486092404965506,-1.9732476919158637,0.4409936352814589
NEON.PLA.D01.HARV.05643,-0.21313879451837237,-0.06754827601473222,0.008802951831205587,-0.2294893105473784,0.47268518306770124,0.06634859165190768,0.5524206555345605,0.30499187953765006,-0.5650796447428077,0.5589395894239222,-0.27685180461342573,0.1500507989476123,0.11166831112054125,0.02993114636661097,0.3835836065773057,-0.30364938480275955,0.8144334751637219,-2.2800959058139543,-2.054678628872758,0.20479936215819933
NEON.PLA.D01.HARV.05643,-0.3193121303709753,-0.26178300146521416,-0.18323746737941696,-0.5537458382146193,0.42454306979682555,0.29525708652911764,0.8554797778794715,0.2319998220548494,-0.9780360872210184,-0.3291952295687675,-0.8669390444515522,-0.6750789650462073,-0.7390696155651925,0.3077879298956524,0.48172970368009976,0.17979248533382036,1.6680930228884225,-3.0664837764047763,-2.7575203150929637,1.026145570572715
NEON.PLA.D01.HARV.05643,-0.6183551932681342,-0.567967781038785,-0.5235516202787489,-0.8546044276625115,1.090869311890887,0.1805923507646889,0.6551873385756913,0.5315046739263097,-1.2493870432440248,-1.261656849323859,-1.2716731377880577,-1.221699147390948,-1.320230177630833,0.8310502130449923,1.0958361862988435,0.4934520326232278,1.786514926700422,-3.2441210090053367,-3.3544018389715116,1.1804562345225589
NEON.PLA.D01.HARV.05643,-0.3341737946280317,-0.2649092320444755,-0.19176015879586006,-0.47478522715761484,0.6234814034014753,0.24908118771490112,0.48600929554790956,0.4115633238618429,-0.81472182820484,-0.06231731555864831,-0.5792578474011361,-0.3742384099444826,-0.44031628380576227,0.24246641486721038,0.4764615175001758,0.09572721899482425,1.2203653376134553,-2.5157802366068243,-2.042149383734169,0.7294371990820196
NEON.PLA.D01.HARV.05643,-0.28794090231312147,-0.25404623207348204,-0.15442297569934177,-0.46729283325094056,0.8235748095393918,0.5174125099544457,0.7570824705989849,0.29966828194290435,-0.9336178641299048,-0.39238321921477304,-0.7917786332550296,-0.6194969378389928,-0.700549759115758,0.3859092514226001,0.6071924534012452,0.21484922616087185,1.466196081960133,-2.902387186321958,-2.6672895895461632,0.9096169648422648
NEON.PLA.D01.HARV.05643,-0.6561909343001379,-0.7432583067859535,-0.700863424243893,-1.0392448614672292,1.3169764889463502,0.19408699991180872,0.3873391768769426,0.438688206577753,-1.409182723259398,-1.5962461814545075,-1.4636062446464146,-1.4313374542509005,-1.5378785478892218,0.9940473869350166,1.2176018883186304,0.6364362186937845,1.869433993624563,-3.380782160066456,-3.4512761360936586,1.2610592616948142
NEON.PLA.D01.HARV.05643,-0.7642441692515973,-0.9587640881967313,-0.9671472457283843,-1.268155329393071,1.95631775950504,0.09310453898619668,0.2202586444123424,0.3491920977961083,-1.5394472719898629,-2.510365478709743,-1.7635337649354135,-1.8426220118944185,-1.9598916850564834,1.4164619999362782,1.7712597677846913,0.8860138530965248,1.787053270988033,-3.7621349238063404,-4.1555036318438265,1.2559146922854767
